Complaint_Type,District,Created_Date,Descriptor
Illegal Parking,QUEENS,2013-10-22 15:22:11,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-22 14:50:21,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-22 13:51:27,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-22 12:48:12,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-22 12:46:01,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-22 12:27:05,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-22 12:23:09,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-22 12:14:06,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-22 12:03:55,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-22 11:34:38,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-22 10:39:28,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-22 09:56:19,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-22 09:41:36,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-22 07:41:30,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-22 07:21:17,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-22 07:01:35,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-22 06:47:02,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-22 01:06:08,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-22 00:06:10,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-21 22:36:39,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-21 22:28:20,Detached Trailer
Illegal Parking,QUEENS,2013-10-21 22:20:46,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-21 22:06:53,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-21 21:55:08,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-21 21:46:50,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-21 21:11:56,Double Parked Blocking Vehicle
Illegal Parking,QUEENS,2013-10-21 21:03:34,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-21 20:58:17,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-21 20:43:42,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-21 19:59:04,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-21 19:44:40,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-21 19:43:58,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-21 19:36:13,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-21 19:30:20,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-21 19:17:08,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-21 18:51:25,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-21 18:50:19,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-21 18:13:34,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-21 17:24:02,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-21 15:51:17,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-21 15:47:52,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-21 15:28:44,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-21 15:14:51,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-21 14:37:23,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-21 11:41:22,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-21 10:44:10,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-21 10:19:41,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-21 10:09:53,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-21 09:29:43,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-21 09:23:18,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-21 09:03:49,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-21 08:34:08,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-21 07:43:35,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-21 07:10:03,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-21 05:59:16,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-21 00:12:01,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-20 22:46:01,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-20 21:32:39,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-20 21:29:18,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-20 21:24:10,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-20 21:08:08,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-20 20:55:19,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-20 20:44:15,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-20 20:26:26,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-20 20:15:50,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-20 20:10:22,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-20 20:06:26,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-20 19:48:45,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-20 18:42:53,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-20 17:53:22,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-20 17:42:51,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-20 17:40:35,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-20 17:01:43,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-20 16:00:23,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-20 15:50:21,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-20 15:37:35,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-20 15:29:55,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-20 13:50:30,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-20 13:22:22,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-20 13:15:42,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-20 12:59:01,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-20 11:47:37,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-20 11:24:54,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-20 10:21:57,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-20 10:14:22,Double Parked Blocking Vehicle
Illegal Parking,QUEENS,2013-10-20 09:33:24,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-20 09:31:20,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-20 08:09:27,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-20 07:09:31,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-20 07:07:41,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-20 01:13:18,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-19 23:51:59,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-19 23:30:44,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-19 23:22:27,Double Parked Blocking Vehicle
Illegal Parking,QUEENS,2013-10-19 23:07:25,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-19 23:03:13,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-19 22:48:24,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-19 22:42:41,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-19 22:31:18,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-19 21:32:10,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-19 20:54:04,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-19 20:05:34,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-19 19:56:34,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-19 19:20:38,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-19 19:19:01,Double Parked Blocking Vehicle
Illegal Parking,QUEENS,2013-10-19 19:08:12,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-19 18:50:00,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-19 17:57:35,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-19 17:49:13,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-19 17:46:02,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-19 17:15:48,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-19 16:53:08,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-19 16:20:22,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-19 16:04:27,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-19 13:37:11,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-19 12:47:42,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-19 12:22:19,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-19 10:31:12,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-19 09:56:57,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-19 09:32:07,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-19 09:19:45,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-19 09:01:25,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-19 08:02:35,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-19 08:00:29,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-19 07:00:13,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-19 02:51:12,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-19 02:51:06,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-19 02:50:33,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-18 23:15:27,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-18 22:22:03,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-18 21:33:24,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-18 21:21:29,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-18 21:01:15,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-18 20:52:54,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-18 20:41:45,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-18 20:03:59,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-18 19:29:40,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-18 16:56:29,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-18 16:13:11,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-18 15:24:17,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-18 14:55:44,Double Parked Blocking Vehicle
Illegal Parking,QUEENS,2013-10-18 14:45:11,Double Parked Blocking Vehicle
Illegal Parking,QUEENS,2013-10-18 14:39:59,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-18 14:14:29,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-18 13:54:49,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-18 13:14:15,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-18 12:57:53,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-18 12:48:49,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-18 11:55:07,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-18 10:23:02,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-18 09:56:08,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-18 08:50:54,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-18 07:28:49,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-18 07:22:13,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-18 04:14:01,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-18 00:04:50,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-17 23:35:50,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-17 23:12:58,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-17 22:19:41,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-17 22:19:33,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-17 21:44:14,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-17 21:29:26,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-17 20:07:04,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-17 19:54:47,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-17 19:51:58,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-17 19:35:28,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-17 19:27:41,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-17 18:28:27,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-17 18:19:55,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-17 18:01:57,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-17 17:59:13,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-17 16:54:35,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-17 16:29:12,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-17 16:22:25,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-17 16:13:54,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-17 15:22:44,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-17 15:01:31,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-17 14:11:53,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-17 14:06:16,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-17 12:21:18,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-17 12:11:32,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-17 12:02:36,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-17 11:58:38,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-17 11:45:50,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-17 11:36:45,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-17 10:21:22,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-17 09:57:47,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-17 09:53:46,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-17 09:39:34,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-17 09:33:05,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-17 09:23:59,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-17 09:03:02,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-17 07:45:04,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-17 07:37:07,Unauthorized Bus Layover
Illegal Parking,QUEENS,2013-10-17 07:26:25,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-17 06:26:31,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-17 05:15:19,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-17 02:40:23,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-17 02:20:57,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-17 01:31:23,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-17 00:31:22,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-17 00:13:58,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-16 23:18:42,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-16 22:44:31,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-16 22:34:00,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-16 22:20:44,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-16 21:45:08,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-16 21:20:35,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-16 20:17:58,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-16 20:01:36,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-16 19:48:50,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-16 19:17:30,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-16 18:27:22,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-16 18:23:23,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-16 18:08:51,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-16 17:40:31,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-16 17:21:42,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-16 16:51:57,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-16 16:50:41,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-16 15:54:56,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-16 15:40:48,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-16 15:07:59,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-16 14:48:31,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-16 13:58:33,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-16 12:20:57,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-16 12:20:19,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-16 12:03:09,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-16 12:03:01,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-16 12:01:04,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-16 11:40:28,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-16 11:37:40,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-16 11:21:05,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-16 11:06:56,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-16 10:50:47,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-16 10:03:18,Unauthorized Bus Layover
Illegal Parking,QUEENS,2013-10-16 09:17:10,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-16 08:02:03,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-16 07:55:31,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-16 07:11:54,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-16 05:23:19,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-16 02:59:05,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-16 02:18:51,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-16 00:19:55,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-15 21:21:52,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-15 21:16:51,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-15 21:10:41,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-15 21:08:01,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-15 20:24:55,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-15 19:52:25,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-15 19:33:59,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-15 19:22:00,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-15 18:59:39,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-15 18:48:56,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-15 18:47:25,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-15 18:33:45,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-15 17:49:59,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-15 17:18:10,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-15 17:13:29,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-15 16:23:04,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-15 16:11:10,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-15 14:35:06,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-15 14:28:23,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-15 13:00:45,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-15 12:41:33,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-15 12:33:13,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-15 11:59:28,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-15 11:34:47,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-15 10:35:43,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-15 09:52:01,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-15 09:49:41,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-15 09:44:55,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-15 09:27:48,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-15 09:18:40,Double Parked Blocking Vehicle
Illegal Parking,QUEENS,2013-10-15 09:13:16,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-15 08:50:07,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-15 08:46:42,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-15 08:44:37,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-15 08:37:55,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-15 08:13:26,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-15 07:49:00,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-15 07:36:20,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-15 07:22:34,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-15 07:01:06,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-15 06:57:19,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-15 05:50:22,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-15 00:37:58,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-15 00:28:47,Commercial Overnight Parking
Illegal Parking,QUEENS,2013-10-14 22:49:28,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-14 22:48:51,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-14 22:40:21,Overnight Commercial Storage
Illegal Parking,QUEENS,2013-10-14 21:50:22,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-14 21:09:23,Blocked Sidewalk
Illegal Parking,QUEENS,2013-10-14 20:28:01,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-14 19:47:42,Posted Parking Sign Violation
Illegal Parking,QUEENS,2013-10-14 19:30:36,Double Parked Blocking Traffic
Illegal Parking,QUEENS,2013-10-14 19:26:27,Blocked Hydrant
Illegal Parking,QUEENS,2013-10-14 19:23:45,Commercial Overnight Parking
